Product ID,Mean_Daily_Demand,Demand_Std_Dev,Total_Sales_Records,Mean_Supplier_Lead_Time,Lead_Time_Std_Dev,Current_Reorder_Point,Current_Stock_Levels,Warehouse_Capacity,Mean_Price,Mean_Storage_Cost,Elasticity_Index,Shortage_Penalty
5754,176.0,10.0,1,21.0,1.5,53.0,533.0,1813.0,47.17,7.79,1.78,70.76
5757,447.0,38.27,3,5.5,3.5,72.5,375.5,3353.0,74.5,7.93,0.9,111.75
5761,229.0,10.0,1,11.5,8.5,109.0,333.5,3022.0,48.62,9.31,0.56,72.93
5765,212.0,10.0,1,8.0,1.5,13.0,244.0,1010.0,86.77,9.83,2.45,130.16
5768,232.0,10.0,1,10.0,1.5,16.0,668.0,4662.0,65.29,6.73,1.09,97.94
5771,316.0,10.0,1,26.0,1.5,198.0,145.0,2228.0,39.53,3.8,0.81,59.3
5772,225.0,10.0,1,14.0,11.0,118.0,370.0,4122.0,49.6,4.36,1.88,74.4
5773,437.0,10.0,1,14.67,7.59,67.5,590.0,1724.0,75.25,5.76,2.13,112.88
5775,312.0,10.0,1,1.0,1.5,119.0,231.0,1773.0,13.13,8.19,0.73,19.7
5776,314.0,10.0,1,1.0,1.5,135.0,811.0,4488.0,53.63,1.46,0.57,80.45
5777,87.0,10.0,1,12.0,2.0,48.0,684.5,4422.5,40.22,1.31,2.22,60.33
5779,355.0,115.0,2,12.33,3.09,136.0,781.0,3206.67,47.73,3.43,1.49,71.6
5781,61.0,10.0,1,29.0,1.5,113.0,772.0,3494.0,52.68,5.44,1.63,79.03
5782,200.5,86.5,2,15.0,1.5,62.0,177.0,1351.0,58.74,6.08,1.06,88.12
5784,306.0,10.0,1,17.5,2.5,45.5,159.0,2426.5,35.5,3.85,1.19,53.25
5786,276.0,10.0,1,1.0,1.5,145.0,855.0,2918.0,81.94,6.28,2.43,122.91
5789,267.0,10.0,1,7.0,1.5,79.0,235.0,4866.0,37.82,2.11,1.36,56.73
5797,189.0,106.0,2,26.0,1.5,177.0,436.0,1128.0,73.47,7.55,0.84,110.2
5798,232.0,10.0,1,14.5,10.5,70.5,519.0,3522.0,61.36,3.18,1.96,92.04
5799,234.33,113.04,3,19.0,1.5,69.0,526.0,3228.0,16.68,4.88,2.32,25.01
5808,259.5,149.5,2,27.0,1.5,28.0,255.0,2725.0,70.78,7.52,1.86,106.16
5812,406.0,19.0,2,16.0,1.5,183.0,473.0,3304.0,16.92,5.4,2.0,25.37
5814,207.5,44.5,2,24.0,1.5,58.0,659.0,3171.0,15.13,1.45,1.37,22.7
5815,367.33,123.57,3,2.0,1.5,152.0,158.0,3460.0,85.72,8.03,1.33,128.58
5818,133.0,10.0,1,17.0,11.43,104.0,772.33,1426.67,65.09,4.27,1.1,97.64
5820,376.0,16.0,2,14.0,1.5,34.0,710.0,3538.0,53.44,3.82,1.41,80.16
5822,431.0,10.0,1,22.0,1.5,161.0,196.0,3269.0,5.19,3.18,1.24,7.78
5823,252.33,134.55,3,11.0,1.5,71.0,767.0,1691.0,16.27,5.02,1.85,24.4
5826,170.0,10.0,1,15.0,7.0,89.5,672.5,3404.5,69.22,7.4,1.61,103.84
5834,380.5,30.5,2,24.0,1.5,58.0,938.0,1926.0,41.78,3.76,1.35,62.68
5835,227.0,10.0,1,25.0,1.5,138.0,411.0,1237.0,51.61,6.24,1.58,77.41
5836,432.0,10.0,1,12.0,11.58,86.33,612.67,2994.0,42.06,3.11,1.86,63.09
5838,340.0,10.0,1,9.0,1.5,189.0,487.0,1880.0,19.26,4.04,1.88,28.88
5839,416.0,10.0,1,13.33,11.09,147.33,599.0,3096.67,56.49,3.35,1.4,84.73
5845,252.8,112.31,5,15.5,0.5,177.5,202.0,2951.0,49.8,1.76,1.2,74.71
5848,288.67,2.87,3,26.0,1.5,186.0,578.0,4579.0,32.67,7.68,1.46,49.0
5851,392.5,62.5,2,4.0,1.5,171.0,438.0,1955.0,25.77,5.12,2.35,38.66
5861,17.0,10.0,1,10.0,7.0,52.5,311.5,3284.5,26.05,1.77,1.04,39.08
5864,135.33,93.36,3,16.0,13.0,134.0,540.0,1665.5,96.49,5.89,0.92,144.73
5869,229.33,180.39,3,3.0,1.5,28.0,80.0,4897.0,8.21,8.82,2.05,12.32
5874,114.0,10.0,1,9.0,1.41,59.67,548.67,3647.67,81.85,7.79,1.09,122.78
5877,336.67,196.36,3,11.0,8.0,184.5,433.0,3953.5,57.5,6.78,2.0,86.24
5882,129.0,10.0,1,19.0,1.5,191.0,38.0,1815.0,59.79,1.09,1.83,89.68
5887,199.0,38.5,3,1.0,1.5,83.0,187.0,4457.0,70.55,3.91,0.96,105.82
5891,29.0,10.0,1,4.0,1.5,31.0,57.0,4174.0,32.47,7.66,0.58,48.7
5892,145.0,10.0,1,13.0,9.0,71.0,129.0,4272.0,51.51,6.72,1.86,77.26
5898,190.25,155.08,4,12.5,1.5,171.5,544.0,3749.0,9.28,8.74,0.9,13.92
5902,160.0,119.0,2,14.5,0.5,49.5,24.0,3255.0,16.04,9.23,0.52,24.06
5903,197.0,10.0,1,18.67,11.79,109.33,447.67,3483.0,40.29,9.23,1.5,60.44
5907,352.25,122.54,4,18.5,9.01,115.75,463.0,3519.0,35.15,3.78,1.6,52.73
5910,48.5,31.5,2,21.5,5.5,117.5,514.5,2812.5,25.57,2.7,2.35,38.36
5913,496.0,10.0,1,14.25,3.63,54.25,562.0,3746.25,94.39,2.36,1.12,141.58
5916,240.0,220.0,2,18.0,1.5,138.0,858.0,3203.0,56.79,1.84,1.79,85.18
5920,249.0,10.0,1,19.0,1.5,192.0,888.0,2354.0,64.28,9.92,1.82,96.42
5922,300.0,10.0,1,13.5,7.5,136.0,496.5,3161.0,53.99,7.24,0.99,80.98
5924,312.0,137.0,2,14.75,6.65,101.5,473.0,2622.5,7.11,4.29,0.84,10.66
5925,467.0,10.0,1,8.5,5.5,121.0,927.0,3320.5,94.33,7.04,2.13,141.5
5926,18.0,10.0,1,4.5,3.5,95.5,564.5,2842.0,72.54,6.97,1.68,108.81
5930,164.0,10.0,1,22.0,7.0,78.0,368.5,1589.5,76.57,6.82,1.0,114.85
5931,387.0,23.0,2,27.0,1.0,130.5,104.0,2946.0,59.86,2.21,0.85,89.79
5943,241.25,120.81,4,19.0,5.0,38.0,427.5,2489.5,98.29,5.86,1.88,147.44
5945,294.0,10.0,1,20.0,6.53,111.67,473.67,3984.33,53.02,5.22,1.5,79.52
5946,60.0,42.0,2,6.0,2.45,100.67,284.0,3881.33,88.3,8.13,1.9,132.44
5948,316.0,44.0,2,27.0,1.5,165.0,697.0,4997.0,95.41,1.28,1.62,143.12
5952,393.0,10.0,1,25.0,1.5,31.0,212.0,2218.0,27.67,2.09,1.62,41.5
5956,419.0,31.51,3,19.0,1.5,150.0,728.0,4945.0,41.36,3.85,2.36,62.04
5963,193.0,125.8,3,10.0,8.0,79.5,514.5,3054.5,94.47,1.62,1.63,141.7
5966,98.0,10.0,1,8.0,1.5,199.0,571.0,2601.0,83.95,3.88,0.75,125.93
5969,223.5,207.5,2,21.0,1.5,178.0,27.0,1149.0,30.81,9.07,1.15,46.22
5970,309.5,18.5,2,2.0,1.5,129.0,503.0,3063.0,34.95,2.9,1.66,52.42
5972,191.0,170.24,4,8.0,1.5,104.0,787.0,2290.0,94.84,5.17,1.27,142.26
5973,91.0,10.0,1,11.8,5.71,93.0,674.6,3878.8,70.38,3.97,1.43,105.58
5974,455.0,10.0,1,11.5,1.5,80.0,593.0,3897.5,76.49,3.15,1.19,114.73
5985,254.0,10.0,1,22.0,1.5,183.0,436.0,1380.0,8.22,7.62,2.2,12.33
5987,52.0,10.0,1,26.0,1.5,35.0,758.0,2982.0,46.41,6.99,1.98,69.61
5993,196.0,48.0,2,7.0,1.5,120.0,216.0,1366.0,93.37,4.01,2.13,140.06
5994,96.0,10.0,1,16.0,9.0,68.5,886.0,3405.5,76.11,7.92,1.68,114.16
5999,191.75,125.62,4,11.5,8.5,153.5,361.0,2025.5,77.56,6.94,1.82,116.33
6000,122.5,105.5,2,14.5,11.5,102.5,391.0,4288.5,55.19,6.52,1.04,82.78
6001,233.0,186.0,2,16.0,1.5,180.0,438.0,4276.0,27.58,4.48,0.91,41.38
6007,320.0,10.0,1,1.0,1.5,180.0,911.0,2919.0,56.28,3.33,1.01,84.42
6008,256.0,10.0,1,19.5,6.5,93.0,632.0,3565.0,39.06,4.82,1.76,58.59
6013,281.5,43.5,2,11.0,1.5,19.0,658.0,2991.0,76.44,6.1,1.76,114.66
6015,143.5,2.5,2,15.0,1.5,22.0,641.0,3873.0,17.99,8.22,1.85,26.98
6017,170.0,10.0,1,9.0,1.5,122.0,627.0,4202.0,55.52,7.58,1.96,83.27
6018,141.0,85.0,2,27.5,1.5,151.0,532.5,3591.5,41.8,5.44,1.98,62.7
6020,92.0,10.0,1,16.33,2.49,87.0,673.33,3129.0,47.43,3.57,1.54,71.14
6022,202.33,70.32,3,15.0,14.0,83.5,620.5,2117.5,35.48,3.64,1.48,53.23
6024,338.5,66.5,2,17.25,10.45,72.75,401.5,3628.5,30.32,8.75,1.51,45.48
6026,318.0,161.0,2,23.0,1.5,151.0,969.0,1352.0,83.98,5.07,2.15,125.97
6027,473.0,12.0,2,18.25,10.47,128.0,862.5,2912.0,30.29,7.47,1.78,45.44
6030,287.25,61.24,4,14.0,1.5,164.0,298.0,2643.0,80.87,6.6,0.93,121.3
6031,150.0,10.0,1,15.0,1.5,137.0,690.0,2585.0,7.55,5.85,1.23,11.32
6033,120.0,77.0,2,23.0,1.5,55.0,115.0,2152.0,37.77,5.73,1.67,56.66
6040,456.0,21.0,2,15.0,6.44,95.25,580.5,2717.0,19.2,3.94,1.28,28.79
6043,161.0,89.55,3,17.0,1.5,129.0,674.0,2270.0,80.96,3.56,1.79,121.44
6045,382.0,10.0,1,26.5,0.5,110.5,519.0,2528.0,94.96,6.92,1.67,142.44
6046,273.0,10.0,1,7.0,3.0,112.0,360.5,1926.5,37.14,8.92,1.14,55.7
6049,338.0,10.0,1,16.5,7.5,104.5,255.0,2283.0,69.19,5.55,0.9,103.79
6053,110.0,46.0,2,5.0,1.5,189.0,282.0,4070.0,30.13,2.3,1.51,45.2
6055,323.0,10.0,1,11.5,4.5,81.5,210.0,2365.0,77.89,2.72,1.64,116.84
6062,471.0,10.0,1,12.5,3.5,63.0,639.5,3478.0,65.58,6.24,1.63,98.36
6065,344.0,31.0,2,24.0,1.5,66.0,983.0,2247.0,45.43,6.27,1.14,68.14
6067,447.0,10.0,1,18.67,11.15,107.67,469.0,3339.0,20.44,9.86,2.41,30.66
6078,407.0,1.0,2,11.0,1.5,73.0,571.0,1700.0,55.59,4.98,1.14,83.38
6079,418.0,10.0,1,12.0,1.5,186.0,943.0,1044.0,62.45,6.65,1.59,93.68
6081,190.75,118.12,4,11.25,6.94,117.25,618.0,2751.25,96.79,9.55,2.12,145.18
6083,295.0,10.0,1,11.5,9.39,106.0,358.5,2282.75,6.4,6.18,0.73,9.6
6084,62.0,10.0,1,9.5,7.5,126.0,425.5,1718.0,16.62,4.06,1.62,24.93
6085,379.0,10.0,1,16.0,1.5,38.0,515.0,3868.0,73.89,4.59,1.3,110.84
6089,220.0,10.0,1,8.5,3.5,160.5,395.5,3131.5,66.01,5.16,1.0,99.01
6091,445.0,10.0,1,22.0,3.0,45.0,319.0,3081.5,39.75,6.21,1.01,59.62
6098,317.0,10.0,1,16.0,1.5,150.0,674.0,3994.0,79.99,4.9,1.35,119.98
6104,391.0,10.0,1,17.0,10.0,136.0,558.0,4600.0,62.2,7.83,0.66,93.3
6107,176.0,10.0,1,12.0,1.5,66.0,265.0,2317.0,60.69,3.68,0.64,91.04
6108,59.0,10.0,1,22.0,1.5,16.0,669.0,1139.0,36.12,5.37,1.67,54.18
6110,319.0,10.0,1,10.67,3.86,108.67,549.0,2582.33,34.97,8.16,0.6,52.46
6121,139.0,10.0,1,22.0,1.5,145.0,622.0,1299.0,39.15,1.49,2.24,58.72
6127,393.0,10.0,1,12.0,1.5,46.0,297.0,3181.0,79.32,6.9,1.53,118.97
6131,263.5,155.7,4,5.0,1.5,145.0,503.0,3979.0,34.84,5.36,1.58,52.27
6132,408.0,10.0,1,23.0,1.5,13.0,101.0,4211.0,55.98,6.54,1.96,83.97
6135,104.0,10.0,1,25.0,1.5,51.0,923.0,4600.0,50.66,3.81,1.49,75.99
6137,370.0,93.35,3,6.0,1.5,79.0,321.0,1403.0,36.2,6.02,1.81,54.3
6143,358.0,93.81,3,14.0,1.5,194.0,281.0,4075.0,36.94,5.08,1.56,55.41
6159,487.0,10.0,1,7.0,3.0,88.5,304.0,4057.5,18.77,5.68,1.33,28.16
6161,98.5,3.5,2,15.5,10.5,154.0,224.5,3331.0,35.7,7.61,0.56,53.55
6171,324.0,10.0,1,15.0,1.5,109.0,397.0,4311.0,38.97,4.0,1.13,58.46
6174,209.25,91.47,4,13.5,11.5,98.75,517.0,3556.0,61.17,7.42,1.25,91.76
6177,251.5,19.5,2,13.0,1.5,194.0,566.0,2789.0,43.37,6.45,1.37,65.05
6178,36.0,10.0,1,15.0,1.5,49.0,762.0,2647.0,20.54,4.34,0.83,30.81
6180,91.0,10.0,1,21.0,1.5,104.0,626.0,2389.0,45.51,2.66,1.29,68.26
6182,223.5,175.5,2,29.0,1.5,47.0,359.0,4455.0,37.55,9.69,0.57,56.32
6186,192.5,83.5,2,26.0,1.5,102.0,711.0,3928.0,38.24,8.69,0.8,57.36
6189,448.0,10.0,1,7.67,1.25,93.67,217.67,2568.0,50.08,1.91,0.99,75.12
6191,268.0,10.0,1,23.5,2.87,117.5,591.25,3210.75,18.31,8.04,1.2,27.47
6196,225.5,204.5,2,6.0,2.0,67.0,208.0,2211.0,72.71,1.83,1.62,109.06
6201,317.0,10.0,1,22.5,2.5,103.5,653.0,3732.0,57.93,5.64,2.04,86.9
6207,382.0,10.0,1,9.33,6.24,146.33,293.0,2737.67,70.21,5.5,1.38,105.32
6211,255.0,186.86,4,17.0,8.0,124.0,132.0,4151.0,11.39,3.92,1.73,17.08
6215,487.0,7.0,2,18.0,1.5,56.0,167.0,1304.0,12.61,1.17,0.86,18.92
6216,164.0,10.0,1,29.0,1.5,49.0,24.0,4439.0,63.26,7.78,1.6,94.88
6217,194.0,10.0,1,15.0,9.0,83.5,392.0,2754.0,17.04,8.06,2.24,25.56
6219,123.0,10.0,1,9.0,1.5,92.0,757.0,2581.0,71.94,2.8,1.76,107.9
6222,274.0,189.0,2,12.75,10.85,50.5,736.5,3301.75,35.79,4.67,1.22,53.68
6228,319.5,144.5,2,25.0,1.5,70.0,998.0,1740.0,26.78,9.65,2.13,40.17
6230,95.0,10.0,1,23.5,3.5,146.5,736.0,4683.5,48.67,1.05,1.95,73.0
6232,399.0,35.0,2,10.0,1.5,130.0,612.0,2938.0,9.39,2.36,0.66,14.08
6234,411.0,10.0,1,9.0,6.0,76.5,506.5,3446.0,70.9,5.26,1.19,106.34
6235,393.0,10.0,1,18.5,7.5,125.0,332.5,3180.0,58.08,9.09,2.28,87.12
6236,6.0,10.0,1,18.0,1.5,190.0,547.0,2392.0,65.18,3.75,0.57,97.77
6240,312.0,10.0,1,20.0,1.5,79.0,335.0,1160.0,61.52,6.6,1.72,92.28
6242,131.0,10.0,1,15.0,1.5,137.0,138.0,4860.0,5.36,8.72,1.47,8.04
6244,396.0,10.0,1,29.0,1.5,135.0,534.0,2013.0,22.61,3.2,0.71,33.92
6245,117.0,10.0,1,4.0,1.5,166.0,422.0,1660.0,26.15,3.86,1.58,39.22
6248,213.0,10.0,1,15.0,1.5,77.0,53.0,1779.0,8.55,5.47,2.44,12.82
6250,116.0,10.0,1,15.0,10.0,118.0,720.0,1771.0,6.49,8.69,1.61,9.74
6259,323.67,192.48,3,14.0,12.0,89.0,332.0,4440.5,46.97,2.58,2.26,70.46
6261,445.0,10.0,1,27.0,1.5,55.0,683.0,1030.0,69.14,1.71,1.48,103.71
6265,88.0,10.0,1,20.0,1.5,114.0,16.0,2811.0,66.64,8.29,1.56,99.96
6266,235.0,10.0,1,3.0,1.5,138.0,337.0,2385.0,44.39,7.31,1.75,66.59
6267,110.5,39.5,2,24.0,1.5,61.0,386.0,2524.0,73.43,1.91,1.7,110.15
6271,203.0,10.0,1,24.0,1.5,52.0,584.0,4026.0,15.19,5.32,2.18,22.78
6272,184.5,57.5,2,27.0,1.5,83.0,149.0,4035.0,52.5,4.78,1.3,78.76
6275,163.2,73.76,5,18.0,2.0,85.5,548.5,2519.0,46.77,8.05,1.27,70.16
6276,164.0,10.0,1,24.0,1.5,28.0,680.0,3117.0,59.8,4.41,1.64,89.7
6277,391.0,10.0,1,21.0,1.5,32.0,75.0,3930.0,55.54,6.69,1.14,83.32
6278,451.0,10.0,1,27.0,1.5,47.0,613.0,2535.0,34.38,9.88,1.6,51.57
6280,340.0,56.0,2,10.75,7.95,108.5,675.75,2312.0,90.32,1.48,1.63,135.48
6281,251.67,83.08,3,13.0,1.5,146.0,125.0,2325.0,57.71,9.89,1.95,86.56
6282,280.0,10.0,1,6.0,1.5,161.0,24.0,3826.0,8.87,9.01,1.56,13.3
6283,331.0,25.0,2,10.5,0.5,97.5,635.5,2175.5,87.18,5.4,1.73,130.76
6286,234.0,10.0,1,25.0,1.5,72.0,352.0,4968.0,70.98,7.34,1.78,106.47
6291,300.0,10.0,1,12.0,1.5,162.5,197.5,3774.5,43.74,3.77,0.84,65.61
6292,336.67,32.07,3,3.0,1.5,88.0,384.0,1288.0,73.5,6.61,1.44,110.24
6293,323.0,10.0,1,26.0,1.5,12.0,690.0,2724.0,33.89,5.65,0.63,50.84
6295,232.0,10.0,1,19.0,1.5,91.0,121.0,1931.0,69.84,5.56,1.73,104.76
6297,86.0,10.0,1,4.0,1.5,156.0,906.0,4520.0,51.21,1.78,0.71,76.82
6300,267.67,122.09,3,23.5,5.5,133.0,883.5,2735.0,81.14,4.26,2.11,121.71
6303,488.0,10.0,1,6.0,1.5,107.0,589.0,3527.0,21.38,2.79,2.42,32.07
6309,131.0,95.0,2,10.0,1.5,34.0,370.0,1835.0,95.04,6.13,1.33,142.56
6312,191.0,10.0,1,17.0,1.5,37.0,583.0,4012.0,80.81,3.54,2.49,121.22
6314,26.67,25.1,3,19.0,1.5,17.0,971.0,3895.0,90.28,3.84,1.42,135.43
6317,484.0,10.0,1,12.0,1.5,133.0,809.0,2717.0,48.25,8.66,1.28,72.38
6321,2.0,10.0,1,14.5,1.5,124.0,138.0,3180.0,48.62,1.84,1.46,72.93
6323,325.0,10.0,1,13.67,6.8,147.33,675.67,4117.67,64.27,8.52,1.48,96.4
6330,248.75,147.46,4,18.0,1.5,192.0,183.0,2357.0,55.86,5.89,0.94,83.79
6332,425.0,10.0,1,15.0,9.42,52.33,737.33,3679.33,55.23,5.49,2.05,82.84
6335,316.0,124.57,4,19.67,3.68,123.0,556.33,4216.67,29.89,3.52,1.34,44.84
6336,151.0,10.0,1,23.0,1.5,158.0,581.0,4171.0,57.63,5.64,1.72,86.44
6346,183.5,155.5,2,1.0,1.5,90.0,907.0,3189.0,62.01,8.17,1.1,93.02
6350,216.0,10.0,1,3.0,1.5,140.0,3.0,3819.0,36.25,3.95,1.4,54.37
6354,158.0,10.0,1,28.0,1.5,186.0,942.0,4761.0,56.66,5.69,1.04,84.99
6362,165.0,10.0,1,4.0,1.5,35.0,669.0,3936.0,10.86,8.53,1.83,16.29
6363,159.0,10.0,1,6.0,1.5,167.0,629.0,4683.0,73.62,6.71,1.85,110.43
6365,392.0,10.0,1,2.0,1.5,138.0,717.0,1341.0,61.26,6.74,1.58,91.9
6366,336.5,138.5,2,6.5,2.5,115.5,469.5,2547.0,86.21,4.5,0.68,129.32
6371,174.0,10.0,1,14.0,6.0,89.0,538.0,2622.0,40.27,2.98,1.65,60.4
6375,275.0,143.97,3,23.0,1.5,25.0,876.0,4823.0,52.58,9.59,1.03,78.88
6378,116.0,10.0,1,28.0,1.5,95.0,643.0,3245.0,36.17,6.24,2.4,54.26
6384,235.5,143.16,4,26.0,1.5,59.0,494.0,3990.0,52.87,7.09,1.46,79.31
6389,19.0,10.0,1,7.0,1.5,21.0,366.0,4416.0,29.99,4.77,1.07,44.98
6393,123.5,67.5,2,22.0,1.5,25.0,621.0,4793.0,32.26,3.76,1.82,48.39
6395,437.0,10.0,1,21.0,1.5,71.0,631.0,3044.0,51.99,2.94,2.1,77.98
6396,462.0,10.0,1,23.0,1.5,129.0,505.0,2478.0,55.52,2.04,0.88,83.29
6397,336.5,83.5,2,17.0,12.0,115.0,470.5,3126.0,71.44,7.1,1.27,107.17
6398,173.0,10.0,1,3.0,1.5,99.0,930.0,1664.0,16.9,1.82,1.31,25.35
6403,122.0,10.0,1,25.0,1.5,75.0,280.0,2970.0,25.3,3.94,1.3,37.95
6404,44.0,38.0,2,23.0,1.5,13.0,288.0,2721.0,6.83,8.63,1.39,10.24
6406,387.0,10.0,1,17.0,1.5,35.0,820.0,3872.0,76.84,3.17,1.26,115.26
6410,300.33,76.81,3,10.75,2.77,72.5,150.75,3447.25,18.92,4.06,1.59,28.37
6411,102.5,87.5,2,20.0,5.0,86.5,273.0,1773.5,78.6,9.85,2.17,117.9
6415,272.0,10.0,1,15.0,9.42,85.33,469.33,2944.0,68.16,6.52,0.51,102.24
6417,354.0,10.0,1,15.0,1.5,132.0,404.0,1948.0,55.07,8.38,1.14,82.6
6418,274.5,110.5,2,17.0,11.0,109.0,729.5,1951.5,64.77,6.44,1.2,97.16
6434,252.33,109.06,3,8.33,5.44,108.67,449.0,2213.67,50.78,2.65,1.47,76.17
6435,44.0,10.0,1,24.0,1.5,132.0,2.0,4992.0,42.41,5.95,2.02,63.61
6437,240.2,126.77,5,6.67,8.01,65.33,533.0,3688.33,60.8,3.37,1.58,91.2
6439,357.0,10.0,1,17.0,12.0,41.5,123.5,2871.5,12.14,4.54,1.85,18.21
6441,416.0,10.0,1,20.0,1.5,155.0,959.0,3428.0,47.53,6.03,2.18,71.3
6442,225.0,10.0,1,2.0,1.5,121.0,789.0,4135.0,33.88,3.96,2.34,50.82
6447,135.0,10.0,1,20.0,1.5,161.0,437.0,1989.0,29.88,1.78,1.36,44.81
6451,166.0,10.0,1,24.0,3.0,57.5,369.0,3442.5,19.89,2.92,1.77,29.84
6453,449.0,10.0,1,2.0,1.5,175.0,59.0,1914.0,33.1,5.54,2.41,49.65
6454,139.0,10.0,1,15.33,8.26,116.0,446.0,3290.67,67.49,4.53,1.59,101.24
6457,267.0,10.0,1,12.0,2.94,137.0,285.33,3505.33,67.09,2.5,1.99,100.64
6459,245.0,10.0,1,15.0,3.0,36.5,228.0,2162.5,40.1,8.66,2.06,60.15
6467,282.5,139.5,2,23.0,1.5,127.0,754.0,1162.0,52.66,4.75,1.35,78.99
6473,306.25,142.01,4,12.5,2.5,48.0,557.5,3185.5,42.7,5.96,1.09,64.04
6474,320.0,10.0,1,8.0,1.5,178.0,974.0,3651.0,81.74,7.31,2.39,122.61
6476,259.0,183.0,2,16.0,1.0,117.5,761.0,3572.0,26.02,5.95,1.42,39.03
6477,127.0,10.0,1,22.0,1.5,97.0,644.0,4419.0,48.24,4.52,0.65,72.36
6479,278.0,10.0,1,25.5,3.5,91.0,652.5,3396.0,48.37,8.8,1.42,72.55
6483,157.0,10.0,1,4.0,1.5,43.0,118.0,3574.0,32.9,8.27,2.45,49.35
6485,206.5,76.5,2,19.67,6.55,102.67,360.0,3426.0,48.93,6.56,1.64,73.39
6486,423.0,10.0,1,2.0,1.5,93.0,273.0,1987.0,50.38,7.14,1.17,75.58
6487,311.5,177.71,4,16.25,9.81,58.5,648.5,2622.5,30.99,1.91,2.3,46.48
6488,143.0,10.0,1,17.0,1.5,156.0,703.0,2031.0,61.14,5.18,1.06,91.72
6489,313.0,160.0,2,7.0,5.0,90.0,581.0,2990.0,92.85,9.35,2.26,139.27
6491,225.0,10.0,1,2.0,1.5,25.0,366.0,3545.0,82.85,7.48,0.8,124.28
6492,236.5,136.5,2,24.0,1.5,81.0,782.0,3714.0,46.25,9.09,0.84,69.38
6494,166.5,14.5,2,27.0,1.5,59.0,145.0,3407.0,67.3,7.24,2.04,100.95
6495,198.0,10.0,1,13.0,8.04,74.17,372.33,3793.0,72.5,8.1,1.14,108.75
6496,417.5,74.5,2,17.0,1.5,99.0,237.0,2866.0,30.44,6.96,1.0,45.66
6499,259.0,195.0,2,27.0,1.5,95.0,499.0,3606.0,39.65,2.01,1.79,59.47
6500,320.5,146.5,2,12.5,10.74,87.25,362.25,3132.75,64.13,2.29,1.02,96.2
6502,232.0,10.0,1,12.0,10.0,159.5,191.5,2436.5,56.45,8.13,1.62,84.68
6507,313.5,109.5,2,20.0,1.5,15.0,994.0,2455.0,48.17,3.17,1.96,72.26
6510,238.5,38.5,2,18.0,10.0,100.5,787.0,1337.0,8.93,6.63,2.39,13.4
6520,114.5,73.5,2,14.5,12.5,109.5,521.0,4262.0,85.84,8.41,0.54,128.76
6524,320.5,176.5,2,24.0,1.5,53.0,670.0,1980.0,14.98,8.0,0.76,22.47
6531,215.0,10.0,1,10.5,0.5,166.5,675.5,4617.5,36.19,6.02,1.57,54.28
6534,39.0,10.0,2,13.33,4.92,75.67,734.0,3800.33,85.56,4.8,2.11,128.34
6540,130.0,57.0,2,18.5,1.5,108.0,625.5,3566.5,46.81,6.11,1.43,70.22
6544,121.0,10.0,1,6.0,1.5,123.0,254.0,4323.0,60.32,3.34,2.33,90.48
6545,199.5,152.5,2,12.0,4.55,76.67,405.67,2709.67,50.54,6.33,0.97,75.82
6548,307.0,142.11,5,19.0,3.0,92.0,419.0,3987.0,44.22,4.6,2.04,66.33
6550,226.5,83.5,2,18.25,6.5,89.75,364.5,2965.0,67.05,3.71,1.49,100.57
6554,345.0,10.0,1,8.5,0.5,146.0,512.5,2386.0,21.84,5.77,1.88,32.76
6560,292.0,10.0,1,17.5,4.5,103.5,362.5,3641.5,93.43,4.09,1.26,140.15
6563,130.5,54.5,2,11.5,5.5,106.5,24.0,4144.5,13.01,2.11,1.54,19.52
6564,103.0,10.0,1,14.0,3.0,27.0,861.0,2492.5,34.2,5.6,1.07,51.3
6565,358.67,112.11,3,12.0,1.5,188.0,395.0,2629.0,87.1,7.02,2.27,130.65
6568,287.5,69.5,2,17.0,1.5,109.0,327.0,4460.0,48.09,4.9,2.26,72.13
6572,336.0,10.0,1,3.0,1.5,161.0,583.0,1326.0,52.11,6.7,0.81,78.16
6574,169.0,10.0,1,15.0,12.0,114.0,838.0,3447.0,74.64,3.97,1.16,111.97
6577,253.0,10.0,1,26.0,1.5,104.0,389.0,3435.0,10.81,4.96,1.99,16.22
6581,108.5,62.5,2,13.67,7.04,124.67,347.67,1404.33,30.0,5.3,1.0,45.0
6582,279.67,129.82,3,6.0,1.5,198.0,880.0,2326.0,76.77,7.18,1.54,115.16
6583,66.0,52.27,3,11.33,7.93,48.33,610.33,2707.0,54.37,3.83,1.28,81.55
6584,401.0,10.0,1,22.0,1.5,159.0,13.0,1560.0,56.4,6.78,2.36,84.61
6590,496.0,10.0,1,17.0,5.0,111.0,204.5,2186.0,29.74,4.91,2.27,44.61
6592,378.0,10.0,1,19.0,1.5,152.0,686.0,3142.0,78.6,5.38,1.17,117.89
6593,328.0,10.0,1,22.5,2.5,68.0,788.0,2487.5,35.03,5.24,1.6,52.54
6594,165.25,93.39,4,14.5,6.5,193.5,744.5,2333.5,35.03,7.65,1.22,52.54
6596,201.0,10.0,1,22.0,1.5,136.0,382.0,3048.0,56.86,6.52,1.94,85.28
6598,388.0,10.0,1,9.0,4.0,93.0,716.0,3830.0,74.57,5.49,1.94,111.85
6599,177.0,45.27,4,12.0,1.5,147.0,480.0,2994.0,58.62,6.63,1.6,87.94
